# Chua circuit — regime 1: fixed_point
time_ms,x_V,y_V,z_V
109993.055,-1.2607,0.1068,0.1752
109993.102,-1.2631,0.1044,0.1716
109993.148,-1.2595,0.1056,0.1740
109993.203,-1.2619,0.1105,0.1789
109993.258,-1.2582,0.1081,0.1801
109993.305,-1.2595,0.1044,0.1752
109993.352,-1.2595,0.1056,0.1716
109993.406,-1.2631,0.1032,0.1703
109993.453,-1.2631,0.1068,0.1752
109993.508,-1.2595,0.1068,0.1764
109993.555,-1.2595,0.1068,0.1728
109993.602,-1.2607,0.1044,0.1716
109993.656,-1.2619,0.1056,0.1740
109993.703,-1.2619,0.1044,0.1740
109993.750,-1.2607,0.1044,0.1728
109993.805,-1.2607,0.1068,0.1752
109993.859,-1.2595,0.1093,0.1777
109993.906,-1.2595,0.1068,0.1764
109993.953,-1.2619,0.1044,0.1728
109994.000,-1.2619,0.1044,0.1728
109994.055,-1.2619,0.1068,0.1740
109994.102,-1.2607,0.1117,0.1777
109994.148,-1.2595,0.1081,0.1777
109994.211,-1.2595,0.1068,0.1740
109994.258,-1.2619,0.1081,0.1716
109994.305,-1.2656,0.1056,0.1740
109994.352,-1.2607,0.1056,0.1789
109994.398,-1.2607,0.1044,0.1752
109994.453,-1.2607,0.1081,0.1764
109994.508,-1.2607,0.1081,0.1752
109994.555,-1.2595,0.1068,0.1752
109994.609,-1.2595,0.1068,0.1740
109994.656,-1.2631,0.1068,0.1752
109994.703,-1.2595,0.1117,0.1789
109994.750,-1.2582,0.1093,0.1801
109994.797,-1.2631,0.1056,0.1752
109994.859,-1.2595,0.1056,0.1728
109994.906,-1.2619,0.1056,0.1703
109994.953,-1.2619,0.1093,0.1777
109995.008,-1.2595,0.1093,0.1813
109995.055,-1.2595,0.1081,0.1764
109995.102,-1.2607,0.1068,0.1728
109995.148,-1.2631,0.1056,0.1728
109995.203,-1.2631,0.1081,0.1740
109995.258,-1.2619,0.1068,0.1752
109995.305,-1.2595,0.1081,0.1789
109995.352,-1.2607,0.1105,0.1764
109995.406,-1.2619,0.1068,0.1764
109995.453,-1.2619,0.1032,0.1716
109995.508,-1.2607,0.1020,0.1703
109995.555,-1.2619,0.1093,0.1764
109995.602,-1.2619,0.1068,0.1801
109995.656,-1.2595,0.1081,0.1764
109995.703,-1.2595,0.1068,0.1740
109995.750,-1.2619,0.1032,0.1716
